BuildingIndex,Year,Month,Day,Hour,Quarter,P1(DayOfWeek),P2(Holiday),P3(Temp),P4(CloudCover),P5(SolarIrradiance),Generation
1,2018,6,15,3,0,5,4,17.9,3,31,0
1,2018,6,15,3,1,5,4,17.9,3,31,0
1,2018,6,15,3,2,5,4,17.9,3,31,0
1,2018,6,15,3,3,5,4,17.9,3,31,0
1,2018,6,15,4,0,5,4,17.3,3,31,0
1,2018,6,15,4,1,5,4,17.3,3,31,0
1,2018,6,15,4,2,5,4,17.3,3,31,0
1,2018,6,15,4,3,5,4,17.3,3,31,0
1,2018,6,15,5,0,5,4,17,3,31,0
1,2018,6,15,5,1,5,4,17,3,31,0
1,2018,6,15,5,2,5,4,17,3,31,0
1,2018,6,15,5,3,5,4,17,3,31,0
1,2018,6,15,6,0,5,4,17.4,3,31,0
1,2018,6,15,6,1,5,4,17.4,3,31,0
1,2018,6,15,6,2,5,4,17.4,3,31,0
1,2018,6,15,6,3,5,4,17.4,3,31,0
1,2018,6,15,7,0,5,4,18.5,3,31,0
1,2018,6,15,7,1,5,4,18.5,3,31,0
1,2018,6,15,7,2,5,4,18.5,3,31,0
1,2018,6,15,7,3,5,4,18.5,3,31,0
1,2018,6,15,8,0,5,4,20.1,3,31,0
1,2018,6,15,8,1,5,4,20.1,3,31,0
1,2018,6,15,8,2,5,4,20.1,3,31,0
1,2018,6,15,8,3,5,4,20.1,3,31,0
1,2018,6,15,9,0,5,4,21.7,2,31,0
1,2018,6,15,9,1,5,4,21.7,2,31,0
1,2018,6,15,9,2,5,4,21.7,2,31,0
1,2018,6,15,9,3,5,4,21.7,2,31,0
1,2018,6,15,10,0,5,4,22.7,3,31,0
1,2018,6,15,10,1,5,4,22.7,3,31,0
1,2018,6,15,10,2,5,4,22.7,3,31,0
1,2018,6,15,10,3,5,4,22.7,3,31,0
1,2018,6,15,11,0,5,4,23.5,3,31,0
1,2018,6,15,11,1,5,4,23.5,3,31,0
1,2018,6,15,11,2,5,4,23.5,3,31,0
1,2018,6,15,11,3,5,4,23.5,3,31,0
1,2018,6,15,12,0,5,4,24.5,1,31,0
1,2018,6,15,12,1,5,4,24.5,1,31,0
1,2018,6,15,12,2,5,4,24.5,1,31,0
1,2018,6,15,12,3,5,4,24.5,1,31,0
1,2018,6,15,13,0,5,4,25.3,1,31,0
1,2018,6,15,13,1,5,4,25.3,1,31,0
1,2018,6,15,13,2,5,4,25.3,1,31,0
1,2018,6,15,13,3,5,4,25.3,1,31,0
1,2018,6,15,14,0,5,4,25.7,1,31,0
1,2018,6,15,14,1,5,4,25.7,1,31,0
1,2018,6,15,14,2,5,4,25.7,1,31,0
1,2018,6,15,14,3,5,4,25.7,1,31,0
1,2018,6,15,15,0,5,4,26.2,1,31,0
1,2018,6,15,15,1,5,4,26.2,1,31,0
1,2018,6,15,15,2,5,4,26.2,1,31,0
1,2018,6,15,15,3,5,4,26.2,1,31,0
1,2018,6,15,16,0,5,4,26.3,1,31,0
1,2018,6,15,16,1,5,4,26.3,1,31,0
1,2018,6,15,16,2,5,4,26.3,1,31,0
1,2018,6,15,16,3,5,4,26.3,1,31,0
1,2018,6,15,17,0,5,4,26,1,31,0
1,2018,6,15,17,1,5,4,26,1,31,0
1,2018,6,15,17,2,5,4,26,1,31,0
1,2018,6,15,17,3,5,4,26,1,31,0
1,2018,6,15,18,0,5,4,24.9,3,31,0
1,2018,6,15,18,1,5,4,24.9,3,31,0
1,2018,6,15,18,2,5,4,24.9,3,31,0
1,2018,6,15,18,3,5,4,24.9,3,31,0
1,2018,6,15,19,0,5,4,23.5,3,31,0
1,2018,6,15,19,1,5,4,23.5,3,31,0
1,2018,6,15,19,2,5,4,23.5,3,31,0
1,2018,6,15,19,3,5,4,23.5,3,31,0
1,2018,6,15,20,0,5,4,22.3,2,31,0
1,2018,6,15,20,1,5,4,22.3,2,31,0
1,2018,6,15,20,2,5,4,22.3,2,31,0
1,2018,6,15,20,3,5,4,22.3,2,31,0
1,2018,6,15,21,0,5,4,21.2,1,31,0
1,2018,6,15,21,1,5,4,21.2,1,31,0
1,2018,6,15,21,2,5,4,21.2,1,31,0
1,2018,6,15,21,3,5,4,21.2,1,31,0
1,2018,6,15,22,0,5,4,20.3,1,31,0
1,2018,6,15,22,1,5,4,20.3,1,31,0
1,2018,6,15,22,2,5,4,20.3,1,31,0
1,2018,6,15,22,3,5,4,20.3,1,31,0
1,2018,6,15,23,0,5,4,19.4,1,31,0
1,2018,6,15,23,1,5,4,19.4,1,31,0
1,2018,6,15,23,2,5,4,19.4,1,31,0
1,2018,6,15,23,3,5,4,19.4,1,31,0
1,2018,6,15,24,0,5,4,18.4,1,31,0
1,2018,6,16,0,1,6,5,18.4,1,31,0
1,2018,6,16,0,2,6,5,18.4,1,31,0
1,2018,6,16,0,3,6,5,18.4,1,31,0
1,2018,6,16,1,0,6,5,17.6,1,31,0
1,2018,6,16,1,1,6,5,17.6,1,31,0
1,2018,6,16,1,2,6,5,17.6,1,31,0
1,2018,6,16,1,3,6,5,17.6,1,31,0
1,2018,6,16,2,0,6,5,17,1,31,0
1,2018,6,16,2,1,6,5,17,1,31,0
1,2018,6,16,2,2,6,5,17,1,31,0
1,2018,6,16,2,3,6,5,17,1,31,0
1,2018,6,16,3,0,6,5,16.6,1,31,0
1,2018,6,16,3,1,6,5,16.6,1,31,0
1,2018,6,16,3,2,6,5,16.6,1,31,0
1,2018,6,16,3,3,6,5,16.6,1,31,0
1,2018,6,16,4,0,6,5,16.2,1,31,0
1,2018,6,16,4,1,6,5,16.2,1,31,0
1,2018,6,16,4,2,6,5,16.2,1,31,0
1,2018,6,16,4,3,6,5,16.2,1,31,0
1,2018,6,16,5,0,6,5,16,1,31,0
1,2018,6,16,5,1,6,5,16,1,31,0
1,2018,6,16,5,2,6,5,16,1,31,0
1,2018,6,16,5,3,6,5,16,1,31,0
1,2018,6,16,6,0,6,5,16.1,1,31,0
1,2018,6,16,6,1,6,5,16.1,1,31,0
1,2018,6,16,6,2,6,5,16.1,1,31,0
1,2018,6,16,6,3,6,5,16.1,1,31,0
1,2018,6,16,7,0,6,5,17.6,2,31,0
1,2018,6,16,7,1,6,5,17.6,2,31,0
1,2018,6,16,7,2,6,5,17.6,2,31,0
1,2018,6,16,7,3,6,5,17.6,2,31,0
1,2018,6,16,8,0,6,5,19.4,2,31,0
1,2018,6,16,8,1,6,5,19.4,2,31,0
1,2018,6,16,8,2,6,5,19.4,2,31,0
1,2018,6,16,8,3,6,5,19.4,2,31,0
1,2018,6,16,9,0,6,5,21.5,1,31,0
1,2018,6,16,9,1,6,5,21.5,1,31,0
1,2018,6,16,9,2,6,5,21.5,1,31,0
1,2018,6,16,9,3,6,5,21.5,1,31,0
1,2018,6,16,10,0,6,5,22.9,2,31,0
1,2018,6,16,10,1,6,5,22.9,2,31,0
1,2018,6,16,10,2,6,5,22.9,2,31,0
1,2018,6,16,10,3,6,5,22.9,2,31,0
1,2018,6,16,11,0,6,5,24,1,31,0
1,2018,6,16,11,1,6,5,24,1,31,0
1,2018,6,16,11,2,6,5,24,1,31,0
1,2018,6,16,11,3,6,5,24,1,31,0
1,2018,6,16,12,0,6,5,25.2,1,31,0
1,2018,6,16,12,1,6,5,25.2,1,31,0
1,2018,6,16,12,2,6,5,25.2,1,31,0
1,2018,6,16,12,3,6,5,25.2,1,31,0
1,2018,6,16,13,0,6,5,25.6,3,31,0
1,2018,6,16,13,1,6,5,25.6,3,31,0
1,2018,6,16,13,2,6,5,25.6,3,31,0
1,2018,6,16,13,3,6,5,25.6,3,31,0
1,2018,6,16,14,0,6,5,27,1,31,0
1,2018,6,16,14,1,6,5,27,1,31,0
1,2018,6,16,14,2,6,5,27,1,31,0
1,2018,6,16,14,3,6,5,27,1,31,0
1,2018,6,16,15,0,6,5,27.9,1,31,0
1,2018,6,16,15,1,6,5,27.9,1,31,0
1,2018,6,16,15,2,6,5,27.9,1,31,0
1,2018,6,16,15,3,6,5,27.9,1,31,0
1,2018,6,16,16,0,6,5,28,1,31,0
1,2018,6,16,16,1,6,5,28,1,31,0
1,2018,6,16,16,2,6,5,28,1,31,0
1,2018,6,16,16,3,6,5,28,1,31,0
1,2018,6,16,17,0,6,5,28,1,31,0
1,2018,6,16,17,1,6,5,28,1,31,0
1,2018,6,16,17,2,6,5,28,1,31,0
1,2018,6,16,17,3,6,5,28,1,31,0
1,2018,6,16,18,0,6,5,27.6,1,31,0
1,2018,6,16,18,1,6,5,27.6,1,31,0
1,2018,6,16,18,2,6,5,27.6,1,31,0
1,2018,6,16,18,3,6,5,27.6,1,31,0
1,2018,6,16,19,0,6,5,26.2,1,31,0
1,2018,6,16,19,1,6,5,26.2,1,31,0
1,2018,6,16,19,2,6,5,26.2,1,31,0
1,2018,6,16,19,3,6,5,26.2,1,31,0
1,2018,6,16,20,0,6,5,24.4,1,31,0
1,2018,6,16,20,1,6,5,24.4,1,31,0
1,2018,6,16,20,2,6,5,24.4,1,31,0
1,2018,6,16,20,3,6,5,24.4,1,31,0
1,2018,6,16,21,0,6,5,23.1,1,31,0
1,2018,6,16,21,1,6,5,23.1,1,31,0
1,2018,6,16,21,2,6,5,23.1,1,31,0
1,2018,6,16,21,3,6,5,23.1,1,31,0
1,2018,6,16,22,0,6,5,22.6,2,31,0
1,2018,6,16,22,1,6,5,22.6,2,31,0
1,2018,6,16,22,2,6,5,22.6,2,31,0
1,2018,6,16,22,3,6,5,22.6,2,31,0
1,2018,6,16,23,0,6,5,21.6,3,31,0
1,2018,6,16,23,1,6,5,21.6,3,31,0
1,2018,6,16,23,2,6,5,21.6,3,31,0
1,2018,6,16,23,3,6,5,21.6,3,31,0
1,2018,6,16,24,0,6,5,20.3,4,31,0
1,2018,6,17,0,1,7,5,20.3,4,31,0
1,2018,6,17,0,2,7,5,20.3,4,31,0
1,2018,6,17,0,3,7,5,20.3,4,31,0
1,2018,6,17,1,0,7,5,19.8,1,31,0
1,2018,6,17,1,1,7,5,19.8,1,31,0
1,2018,6,17,1,2,7,5,19.8,1,31,0
1,2018,6,17,1,3,7,5,19.8,1,31,0
1,2018,6,17,2,0,7,5,19.4,1,31,0
1,2018,6,17,2,1,7,5,19.4,1,31,0
1,2018,6,17,2,2,7,5,19.4,1,31,0
1,2018,6,17,2,3,7,5,19.4,1,31,0
1,2018,6,17,3,0,7,5,19,4,31,0
1,2018,6,17,3,1,7,5,19,4,31,0
1,2018,6,17,3,2,7,5,19,4,31,0
1,2018,6,17,3,3,7,5,19,4,31,0
1,2018,6,17,4,0,7,5,18,4,31,0
1,2018,6,17,4,1,7,5,18,4,31,0
1,2018,6,17,4,2,7,5,18,4,31,0
1,2018,6,17,4,3,7,5,18,4,31,0
1,2018,6,17,5,0,7,5,17.5,4,31,0
1,2018,6,17,5,1,7,5,17.5,4,31,0
1,2018,6,17,5,2,7,5,17.5,4,31,0
1,2018,6,17,5,3,7,5,17.5,4,31,0
1,2018,6,17,6,0,7,5,17.6,4,31,0
1,2018,6,17,6,1,7,5,17.6,4,31,0
1,2018,6,17,6,2,7,5,17.6,4,31,0
1,2018,6,17,6,3,7,5,17.6,4,31,0
1,2018,6,17,7,0,7,5,18.6,4,31,0
1,2018,6,17,7,1,7,5,18.6,4,31,0
1,2018,6,17,7,2,7,5,18.6,4,31,0
1,2018,6,17,7,3,7,5,18.6,4,31,0
1,2018,6,17,8,0,7,5,20.6,3,31,0
1,2018,6,17,8,1,7,5,20.6,3,31,0
1,2018,6,17,8,2,7,5,20.6,3,31,0
1,2018,6,17,8,3,7,5,20.6,3,31,0
1,2018,6,17,9,0,7,5,22.1,3,31,0
1,2018,6,17,9,1,7,5,22.1,3,31,0
1,2018,6,17,9,2,7,5,22.1,3,31,0
1,2018,6,17,9,3,7,5,22.1,3,31,0
1,2018,6,17,10,0,7,5,22.9,3,31,0
1,2018,6,17,10,1,7,5,22.9,3,31,0
1,2018,6,17,10,2,7,5,22.9,3,31,0
1,2018,6,17,10,3,7,5,22.9,3,31,0
1,2018,6,17,11,0,7,5,23.5,3,31,0
1,2018,6,17,11,1,7,5,23.5,3,31,0
1,2018,6,17,11,2,7,5,23.5,3,31,0
1,2018,6,17,11,3,7,5,23.5,3,31,0
1,2018,6,17,12,0,7,5,25.7,3,31,0
1,2018,6,17,12,1,7,5,25.7,3,31,0
1,2018,6,17,12,2,7,5,25.7,3,31,0
1,2018,6,17,12,3,7,5,25.7,3,31,0
1,2018,6,17,13,0,7,5,27.8,3,31,0
1,2018,6,17,13,1,7,5,27.8,3,31,0
1,2018,6,17,13,2,7,5,27.8,3,31,0
1,2018,6,17,13,3,7,5,27.8,3,31,0
1,2018,6,17,14,0,7,5,28.3,3,31,0
1,2018,6,17,14,1,7,5,28.3,3,31,0
1,2018,6,17,14,2,7,5,28.3,3,31,0
1,2018,6,17,14,3,7,5,28.3,3,31,0
1,2018,6,17,15,0,7,5,28.1,3,31,0
1,2018,6,17,15,1,7,5,28.1,3,31,0
1,2018,6,17,15,2,7,5,28.1,3,31,0
1,2018,6,17,15,3,7,5,28.1,3,31,0
1,2018,6,17,16,0,7,5,29.2,3,31,0
1,2018,6,17,16,1,7,5,29.2,3,31,0
1,2018,6,17,16,2,7,5,29.2,3,31,0
1,2018,6,17,16,3,7,5,29.2,3,31,0
1,2018,6,17,17,0,7,5,29.4,3,31,0
1,2018,6,17,17,1,7,5,29.4,3,31,0
1,2018,6,17,17,2,7,5,29.4,3,31,0
1,2018,6,17,17,3,7,5,29.4,3,31,0
1,2018,6,17,18,0,7,5,28.8,3,31,0
1,2018,6,17,18,1,7,5,28.8,3,31,0
1,2018,6,17,18,2,7,5,28.8,3,31,0
1,2018,6,17,18,3,7,5,28.8,3,31,0
1,2018,6,17,19,0,7,5,27.6,3,31,0
1,2018,6,17,19,1,7,5,27.6,3,31,0
1,2018,6,17,19,2,7,5,27.6,3,31,0
1,2018,6,17,19,3,7,5,27.6,3,31,0
1,2018,6,17,20,0,7,5,25.6,3,31,0
1,2018,6,17,20,1,7,5,25.6,3,31,0
1,2018,6,17,20,2,7,5,25.6,3,31,0
1,2018,6,17,20,3,7,5,25.6,3,31,0
1,2018,6,17,21,0,7,5,24.2,4,31,0
1,2018,6,17,21,1,7,5,24.2,4,31,0
1,2018,6,17,21,2,7,5,24.2,4,31,0
1,2018,6,17,21,3,7,5,24.2,4,31,0
1,2018,6,17,22,0,7,5,23.3,3,31,0
1,2018,6,17,22,1,7,5,23.3,3,31,0
1,2018,6,17,22,2,7,5,23.3,3,31,0
1,2018,6,17,22,3,7,5,23.3,3,31,0
1,2018,6,17,23,0,7,5,22.9,3,31,0
1,2018,6,17,23,1,7,5,22.9,3,31,0
1,2018,6,17,23,2,7,5,22.9,3,31,0
1,2018,6,17,23,3,7,5,22.9,3,31,0
1,2018,6,17,24,0,7,5,22.3,4,31,0
1,2018,6,18,0,1,1,4,22.3,4,31,0
1,2018,6,18,0,2,1,4,22.3,4,31,0
1,2018,6,18,0,3,1,4,22.3,4,31,0
1,2018,6,18,1,0,1,4,21.8,3,31,0
1,2018,6,18,1,1,1,4,21.8,3,31,0
1,2018,6,18,1,2,1,4,21.8,3,31,0
1,2018,6,18,1,3,1,4,21.8,3,31,0
1,2018,6,18,2,0,1,4,21.3,3,31,0
1,2018,6,18,2,1,1,4,21.3,3,31,0
1,2018,6,18,2,2,1,4,21.3,3,31,0
1,2018,6,18,2,3,1,4,21.3,3,31,0
1,2018,6,18,3,0,1,4,21,4,31,0
1,2018,6,18,3,1,1,4,21,4,31,0
1,2018,6,18,3,2,1,4,21,4,31,0
1,2018,6,18,3,3,1,4,21,4,31,0
1,2018,6,18,4,0,1,4,20.6,4,31,0
1,2018,6,18,4,1,1,4,20.6,4,31,0
1,2018,6,18,4,2,1,4,20.6,4,31,0
1,2018,6,18,4,3,1,4,20.6,4,31,0
1,2018,6,18,5,0,1,4,20.3,4,31,0
1,2018,6,18,5,1,1,4,20.3,4,31,0
1,2018,6,18,5,2,1,4,20.3,4,31,0
1,2018,6,18,5,3,1,4,20.3,4,31,0
1,2018,6,18,6,0,1,4,20.3,4,31,0
1,2018,6,18,6,1,1,4,20.3,4,31,0
1,2018,6,18,6,2,1,4,20.3,4,31,0
1,2018,6,18,6,3,1,4,20.3,4,31,0
1,2018,6,18,7,0,1,4,21.2,4,31,0
1,2018,6,18,7,1,1,4,21.2,4,31,0
1,2018,6,18,7,2,1,4,21.2,4,31,0
1,2018,6,18,7,3,1,4,21.2,4,31,0
1,2018,6,18,8,0,1,4,23.1,4,31,0
1,2018,6,18,8,1,1,4,23.1,4,31,0
1,2018,6,18,8,2,1,4,23.1,4,31,0
1,2018,6,18,8,3,1,4,23.1,4,31,0
1,2018,6,18,9,0,1,4,24,4,31,0
1,2018,6,18,9,1,1,4,24,4,31,0
1,2018,6,18,9,2,1,4,24,4,31,0
1,2018,6,18,9,3,1,4,24,4,31,0
1,2018,6,18,10,0,1,4,25.7,4,31,0
1,2018,6,18,10,1,1,4,25.7,4,31,0
1,2018,6,18,10,2,1,4,25.7,4,31,0
1,2018,6,18,10,3,1,4,25.7,4,31,0
1,2018,6,18,11,0,1,4,27.9,3,31,0
1,2018,6,18,11,1,1,4,27.9,3,31,0
1,2018,6,18,11,2,1,4,27.9,3,31,0
1,2018,6,18,11,3,1,4,27.9,3,31,0
1,2018,6,18,12,0,1,4,28.7,3,31,0
1,2018,6,18,12,1,1,4,28.7,3,31,0
1,2018,6,18,12,2,1,4,28.7,3,31,0
1,2018,6,18,12,3,1,4,28.7,3,31,0
1,2018,6,18,13,0,1,4,30.1,3,31,0
1,2018,6,18,13,1,1,4,30.1,3,31,0
1,2018,6,18,13,2,1,4,30.1,3,31,0
1,2018,6,18,13,3,1,4,30.1,3,31,0
1,2018,6,18,14,0,1,4,30.9,3,31,0
1,2018,6,18,14,1,1,4,30.9,3,31,0
1,2018,6,18,14,2,1,4,30.9,3,31,0
1,2018,6,18,14,3,1,4,30.9,3,31,0
1,2018,6,18,15,0,1,4,31.2,1,31,0
1,2018,6,18,15,1,1,4,31.2,1,31,0
1,2018,6,18,15,2,1,4,31.2,1,31,0
1,2018,6,18,15,3,1,4,31.2,1,31,0
1,2018,6,18,16,0,1,4,31.9,3,237,52
1,2018,6,18,16,1,1,4,31.9,3,237,52
1,2018,6,18,16,2,1,4,31.9,3,237,52
1,2018,6,18,16,3,1,4,31.9,3,237,52
1,2018,6,18,17,0,1,4,31,2,,52
1,2018,6,18,17,1,1,4,31,2,,52
1,2018,6,18,17,2,1,4,31,2,,52
1,2018,6,18,17,3,1,4,31,2,,52
1,2018,6,18,18,0,1,4,31.1,2,,52
1,2018,6,18,18,1,1,4,31.1,2,,52
1,2018,6,18,18,2,1,4,31.1,2,,52
1,2018,6,18,18,3,1,4,31.1,2,,52
1,2018,6,18,19,0,1,4,28.9,2,63,36
1,2018,6,18,19,1,1,4,28.9,2,63,36
1,2018,6,18,19,2,1,4,28.9,2,63,36
1,2018,6,18,19,3,1,4,28.9,2,63,36
1,2018,6,18,20,0,1,4,27.2,1,63,0
1,2018,6,18,20,1,1,4,27.2,1,63,0
1,2018,6,18,20,2,1,4,27.2,1,63,0
1,2018,6,18,20,3,1,4,27.2,1,63,0
1,2018,6,18,21,0,1,4,25.7,3,63,0
1,2018,6,18,21,1,1,4,25.7,3,63,0
1,2018,6,18,21,2,1,4,25.7,3,63,0
1,2018,6,18,21,3,1,4,25.7,3,63,0
1,2018,6,18,22,0,1,4,24.9,3,63,0
1,2018,6,18,22,1,1,4,24.9,3,63,0
1,2018,6,18,22,2,1,4,24.9,3,63,0
1,2018,6,18,22,3,1,4,24.9,3,63,0
1,2018,6,18,23,0,1,4,24,1,63,0
1,2018,6,18,23,1,1,4,24,1,63,0
1,2018,6,18,23,2,1,4,24,1,63,0
1,2018,6,18,23,3,1,4,24,1,63,0
1,2018,6,18,24,0,1,4,23.3,3,63,0
1,2018,6,19,0,1,2,4,23.3,3,63,0
1,2018,6,19,0,2,2,4,23.3,3,63,0
1,2018,6,19,0,3,2,4,23.3,3,63,0
1,2018,6,19,1,0,2,4,22.6,3,63,0
1,2018,6,19,1,1,2,4,22.6,3,63,0
1,2018,6,19,1,2,2,4,22.6,3,63,0
1,2018,6,19,1,3,2,4,22.6,3,63,0
1,2018,6,19,2,0,2,4,22.4,3,63,0
1,2018,6,19,2,1,2,4,22.4,3,63,0
1,2018,6,19,2,2,2,4,22.4,3,63,0
1,2018,6,19,2,3,2,4,22.4,3,63,0
1,2018,6,19,3,0,2,4,21.6,3,63,0
1,2018,6,19,3,1,2,4,21.6,3,63,0
1,2018,6,19,3,2,2,4,21.6,3,63,0
1,2018,6,19,3,3,2,4,21.6,3,63,0
1,2018,6,19,4,0,2,4,21,4,63,0
1,2018,6,19,4,1,2,4,21,4,63,0
1,2018,6,19,4,2,2,4,21,4,63,0
1,2018,6,19,4,3,2,4,21,4,63,0
1,2018,6,19,5,0,2,4,20.5,4,63,0
1,2018,6,19,5,1,2,4,20.5,4,63,0
1,2018,6,19,5,2,2,4,20.5,4,63,0
1,2018,6,19,5,3,2,4,20.5,4,63,0
1,2018,6,19,6,0,2,4,20.1,4,63,4
1,2018,6,19,6,1,2,4,20.1,4,63,4
1,2018,6,19,6,2,2,4,20.1,4,63,4
1,2018,6,19,6,3,2,4,20.1,4,63,4
1,2018,6,19,7,0,2,4,21,4,63,8
1,2018,6,19,7,1,2,4,21,4,63,8
1,2018,6,19,7,2,2,4,21,4,63,8
1,2018,6,19,7,3,2,4,21,4,63,8
1,2018,6,19,8,0,2,4,21.9,4,63,32
1,2018,6,19,8,1,2,4,21.9,4,63,32
1,2018,6,19,8,2,2,4,21.9,4,63,32
1,2018,6,19,8,3,2,4,21.9,4,63,32
1,2018,6,19,9,0,2,4,22.8,3,63,28
1,2018,6,19,9,1,2,4,22.8,3,63,28
1,2018,6,19,9,2,2,4,22.8,3,63,28
1,2018,6,19,9,3,2,4,22.8,3,63,28
1,2018,6,19,10,0,2,4,23.9,3,63,52
1,2018,6,19,10,1,2,4,23.9,3,63,52
1,2018,6,19,10,2,2,4,23.9,3,63,52
1,2018,6,19,10,3,2,4,23.9,3,63,52
1,2018,6,19,11,0,2,4,24.5,4,63,20
1,2018,6,19,11,1,2,4,24.5,4,63,20
1,2018,6,19,11,2,2,4,24.5,4,63,20
1,2018,6,19,11,3,2,4,24.5,4,63,20
1,2018,6,19,12,0,2,4,23.9,4,63,28
1,2018,6,19,12,1,2,4,23.9,4,63,28
1,2018,6,19,12,2,2,4,23.9,4,63,28
1,2018,6,19,12,3,2,4,23.9,4,63,28
1,2018,6,19,13,0,2,4,23,4,63,20
1,2018,6,19,13,1,2,4,23,4,63,20
1,2018,6,19,13,2,2,4,23,4,63,20
1,2018,6,19,13,3,2,4,23,4,63,20
1,2018,6,19,14,0,2,4,21.7,4,63,16
1,2018,6,19,14,1,2,4,21.7,4,63,16
1,2018,6,19,14,2,2,4,21.7,4,63,16
1,2018,6,19,14,3,2,4,21.7,4,63,16
1,2018,6,19,15,0,2,4,21.7,4,63,16
1,2018,6,19,15,1,2,4,21.7,4,63,16
1,2018,6,19,15,2,2,4,21.7,4,63,16
1,2018,6,19,15,3,2,4,21.7,4,63,16
1,2018,6,19,16,0,2,4,20.9,4,63,16
1,2018,6,19,16,1,2,4,20.9,4,63,16
1,2018,6,19,16,2,2,4,20.9,4,63,16
1,2018,6,19,16,3,2,4,20.9,4,63,16
1,2018,6,19,17,0,2,4,20.8,4,63,16
1,2018,6,19,17,1,2,4,20.8,4,63,16
1,2018,6,19,17,2,2,4,20.8,4,63,16
1,2018,6,19,17,3,2,4,20.8,4,63,16
1,2018,6,19,18,0,2,4,20.9,4,63,0
1,2018,6,19,18,1,2,4,20.9,4,63,0
1,2018,6,19,18,2,2,4,20.9,4,63,0
1,2018,6,19,18,3,2,4,20.9,4,63,0
1,2018,6,19,19,0,2,4,20.7,4,63,0
1,2018,6,19,19,1,2,4,20.7,4,63,0
1,2018,6,19,19,2,2,4,20.7,4,63,0
1,2018,6,19,19,3,2,4,20.7,4,63,0
1,2018,6,19,20,0,2,4,20.2,4,63,0
1,2018,6,19,20,1,2,4,20.2,4,63,0
1,2018,6,19,20,2,2,4,20.2,4,63,0
1,2018,6,19,20,3,2,4,20.2,4,63,0
1,2018,6,19,21,0,2,4,20,4,63,0
1,2018,6,19,21,1,2,4,20,4,63,0
1,2018,6,19,21,2,2,4,20,4,63,0
1,2018,6,19,21,3,2,4,20,4,63,0
1,2018,6,19,22,0,2,4,19.8,3,63,0
1,2018,6,19,22,1,2,4,19.8,3,63,0
1,2018,6,19,22,2,2,4,19.8,3,63,0
1,2018,6,19,22,3,2,4,19.8,3,63,0
1,2018,6,19,23,0,2,4,19.6,3,63,0
1,2018,6,19,23,1,2,4,19.6,3,63,0
1,2018,6,19,23,2,2,4,19.6,3,63,0
1,2018,6,19,23,3,2,4,19.6,3,63,0
1,2018,6,19,24,0,2,4,19.1,4,63,0
1,2018,6,20,0,1,3,4,19.1,4,63,0
1,2018,6,20,0,2,3,4,19.1,4,63,0
1,2018,6,20,0,3,3,4,19.1,4,63,0
1,2018,6,20,1,0,3,4,18.7,3,63,0
1,2018,6,20,1,1,3,4,18.7,3,63,0
1,2018,6,20,1,2,3,4,18.7,3,63,0
1,2018,6,20,1,3,3,4,18.7,3,63,0
1,2018,6,20,2,0,3,4,18.6,1,63,0
1,2018,6,20,2,1,3,4,18.6,1,63,0
1,2018,6,20,2,2,3,4,18.6,1,63,0
1,2018,6,20,2,3,3,4,18.6,1,63,0
1,2018,6,20,3,0,3,4,18.8,4,63,0
1,2018,6,20,3,1,3,4,18.8,4,63,0
1,2018,6,20,3,2,3,4,18.8,4,63,0
1,2018,6,20,3,3,3,4,18.8,4,63,0
1,2018,6,20,4,0,3,4,19,4,63,0
1,2018,6,20,4,1,3,4,19,4,63,0
1,2018,6,20,4,2,3,4,19,4,63,0
1,2018,6,20,4,3,3,4,19,4,63,0
1,2018,6,20,5,0,3,4,19,4,63,0
1,2018,6,20,5,1,3,4,19,4,63,0
1,2018,6,20,5,2,3,4,19,4,63,0
1,2018,6,20,5,3,3,4,19,4,63,0
1,2018,6,20,6,0,3,4,19.2,4,63,0
1,2018,6,20,6,1,3,4,19.2,4,63,0
1,2018,6,20,6,2,3,4,19.2,4,63,0
1,2018,6,20,6,3,3,4,19.2,4,63,0
1,2018,6,20,7,0,3,4,19.6,4,63,8
1,2018,6,20,7,1,3,4,19.6,4,63,8
1,2018,6,20,7,2,3,4,19.6,4,63,8
1,2018,6,20,7,3,3,4,19.6,4,63,8
1,2018,6,20,8,0,3,4,20.8,4,63,28
1,2018,6,20,8,1,3,4,20.8,4,63,28
1,2018,6,20,8,2,3,4,20.8,4,63,28
1,2018,6,20,8,3,3,4,20.8,4,63,28
1,2018,6,20,9,0,3,4,21.6,4,63,72
1,2018,6,20,9,1,3,4,21.6,4,63,72
1,2018,6,20,9,2,3,4,21.6,4,63,72
1,2018,6,20,9,3,3,4,21.6,4,63,72
1,2018,6,20,10,0,3,4,23.5,4,63,96
1,2018,6,20,10,1,3,4,23.5,4,63,96
1,2018,6,20,10,2,3,4,23.5,4,63,96
1,2018,6,20,10,3,3,4,23.5,4,63,96
1,2018,6,20,11,0,3,4,23.9,2,63,52
1,2018,6,20,11,1,3,4,23.9,2,63,52
1,2018,6,20,11,2,3,4,23.9,2,63,52
1,2018,6,20,11,3,3,4,23.9,2,63,52
1,2018,6,20,12,0,3,4,25.3,4,63,56
1,2018,6,20,12,1,3,4,25.3,4,63,56
1,2018,6,20,12,2,3,4,25.3,4,63,56
1,2018,6,20,12,3,3,4,25.3,4,63,56
1,2018,6,20,13,0,3,4,25.7,3,63,116
