ID,generation,forecast_generation
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
